#milliseconds	datetime	qptr_op	gyro_x	gyro_y	gyro_z	react_t	angle_x	angle_y	angle_z	trq_x	trq_y	trq_z	c_power	voltage	PID_P_x	PID_P_y	PID_P_z	PID_I_x	PID_I_y	PID_I_z	PID_D_x	PID_D_y	PID_D_z	q_head	Kp_x	Kp_y	Kp_z	Ki_x	Ki_y	Ki_z	Kd_x	Kd_y	Kd_z	MaxP_x	MaxP_y	MaxP_z	MaxI_x	MaxI_y	MaxI_z	MaxD_x	MaxD_y	MaxD_z	joy_x	joy_y	joy_hdn	j_power		M1	M2	M3	M4	read_time	write_time	loop_time	offx	offy	offz
1395410063637	2014.03.21_17:54:23	1	-27	-1.6	-0.78	3	2.4	-0.044	0	0.035	0.043	0.2	0.55	10.1	-0.059	0.0063	0.15	-0.03	0.029	0.047	-0.1	0.007	0.0078	4.75	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	72	38	79	0.06	0	0	0	0	0	
1395410063687	2014.03.21_17:54:23	1	-27	-1.6	-0.78	3	2.4	-0.044	0	0.035	0.043	0.2	0.55	10.1	-0.059	0.0063	0.15	-0.03	0.029	0.047	-0.1	0.007	0.0078	4.75	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	72	38	79	0.06	0	0	0	0	0	
1395410063737	2014.03.21_17:54:23	1	-7.8	-0.78	-1.6	3	2.3	-0.041	0	-0.062	0.039	0.21	0.55	10.8	-0.059	0.0063	0.15	-0.03	0.029	0.047	0.026	0.0031	0.016	4.84	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	82	37	70	0.07	0	0	0	0	0	
1395410063787	2014.03.21_17:54:23	1	-7.8	-0.78	-1.6	3	2.3	-0.041	0	-0.062	0.039	0.21	0.55	10.8	-0.059	0.0063	0.15	-0.03	0.029	0.047	0.026	0.0031	0.016	4.84	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	82	37	70	0.07	0	0	0	0	0	
1395410063837	2014.03.21_17:54:23	1	-19	-0.78	-0.78	3	2.2	-0.036	0	-0.047	0.035	0.2	0.55	10.6	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.043	0.0016	0.0078	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	80	38	71	0.071	0	0	0	0	0	
1395410063887	2014.03.21_17:54:23	1	-19	-0.78	-0.78	3	2.2	-0.036	0	-0.047	0.035	0.2	0.55	10.6	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.043	0.0016	0.0078	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	80	38	71	0.071	0	0	0	0	0	
1395410063937	2014.03.21_17:54:23	1	-22	-0.78	-1.6	3	2.1	-0.039	0	0	0.027	0.21	0.55	10.4	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.091	-0.0063	0.016	4.76	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	76	36	77	0.057	0	0	0	0	0	
1395410063987	2014.03.21_17:54:23	1	-22	-0.78	-1.6	3	2.1	-0.039	0	0	0.027	0.21	0.55	10.4	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.091	-0.0063	0.016	4.76	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	76	36	77	0.057	0	0	0	0	0	
1395410064037	2014.03.21_17:54:24	1	-10	0	-0.78	3	1.9	-0.037	0	-0.059	0.043	0.2	0.55	10.8	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.03	0.0094	0	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	80	39	69	0.064	0	0	0	0	0	
1395410064087	2014.03.21_17:54:24	1	-10	0	-0.78	3	1.9	-0.037	0	-0.059	0.043	0.2	0.55	10.8	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.03	0.0094	0	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	80	39	69	0.064	0	0	0	0	0	
1395410064137	2014.03.21_17:54:24	1	-13	0	-1.6	3	1.9	-0.037	0	-0.055	0.043	0.21	0.55	10.5	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.036	0.0078	0.016	4.79	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	81	37	71	0.07	0	0	0	0	0	
1395410064187	2014.03.21_17:54:24	1	-13	0	-1.6	3	1.9	-0.037	0	-0.055	0.043	0.21	0.55	10.5	-0.059	0.0055	0.15	-0.03	0.029	0.047	0.036	0.0078	0.016	4.79	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	81	37	71	0.07	0.001	0	0	0	0	
1395410064237	2014.03.21_17:54:24	1	-20	-2.3	-0.78	3	1.7	-0.031	0	-0.012	0.027	0.2	0.55	10.8	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.077	-0.0031	0.0078	4.78	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	76	37	74	0.055	0.001	0	0	0	0	
1395410064287	2014.03.21_17:54:24	1	-20	-2.3	-0.78	3	1.7	-0.031	0	-0.012	0.027	0.2	0.55	10.8	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.077	-0.0031	0.0078	4.78	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	76	37	74	0.055	0	0	0	0	0	
1395410064337	2014.03.21_17:54:24	1	-13	-2.3	-0.78	3	1.6	-0.031	0	-0.035	0.031	0.2	0.55	10.8	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.056	-0.00078	0	4.82	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	38	71	0.064	0	0	0	0	0	
1395410064387	2014.03.21_17:54:24	1	-13	-2.3	-0.78	3	1.6	-0.031	0	-0.035	0.031	0.2	0.55	10.8	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.056	-0.00078	0	4.82	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	38	71	0.064	0	0	0	0	0	
1395410064437	2014.03.21_17:54:24	1	-11	-1.6	-1.6	3	1.5	-0.03	0	-0.055	0.02	0.21	0.55	10.6	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.034	-0.013	0.016	4.82	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	82	35	71	0.069	0	0	0	0	0	
1395410064487	2014.03.21_17:54:24	1	-11	-1.6	-1.6	3	1.5	-0.03	0	-0.055	0.02	0.21	0.55	10.6	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.034	-0.013	0.016	4.82	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	82	35	71	0.069	0	0	0	0	0	
1395410064537	2014.03.21_17:54:24	1	-16	1.6	-1.6	3	1.4	-0.029	0	-0.039	0.031	0.22	0.55	10.5	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.051	0.00078	0.023	4.79	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	80	36	73	0.061	0	0	0	0	0	
1395410064587	2014.03.21_17:54:24	1	-16	1.6	-1.6	3	1.4	-0.029	0	-0.039	0.031	0.22	0.55	10.5	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.051	0.00078	0.023	4.79	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	80	36	73	0.061	0	0	0	0	0	
1395410064637	2014.03.21_17:54:24	1	-16	0.78	-2.3	3	1.3	-0.031	0	-0.039	0.047	0.23	0.55	10.4	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.05	0.013	0.031	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	81	36	74	0.062	0	0	0	0	0	
1395410064687	2014.03.21_17:54:24	1	-16	0.78	-2.3	3	1.3	-0.031	0	-0.039	0.047	0.23	0.55	10.4	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.05	0.013	0.031	4.81	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	81	36	74	0.062	0	0	0	0	0	
1395410064737	2014.03.21_17:54:24	1	-10	-5.5	-0.78	3	1.2	-0.016	0	-0.043	0.035	0.2	0.55	10.5	-0.059	0.0023	0.15	-0.03	0.029	0.047	0.047	0.0055	0	4.88	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	79	38	71	0.062	0	0	0	0	0	
1395410064787	2014.03.21_17:54:24	1	-10	-5.5	-0.78	3	1.2	-0.016	0	-0.043	0.035	0.2	0.55	10.5	-0.059	0.0023	0.15	-0.03	0.029	0.047	0.047	0.0055	0	4.88	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	79	38	71	0.062	0	0	0	0	0	
1395410064837	2014.03.21_17:54:24	1	-14	-3.1	-2.3	3	1.1	-0.021	0	-0.047	0.035	0.23	0.55	10.6	-0.059	0.0031	0.15	-0.03	0.029	0.047	0.041	0.0031	0.031	4.85	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	82	35	73	0.062	0	0	0	0	0	
1395410064887	2014.03.21_17:54:24	1	-14	-3.1	-2.3	3	1.1	-0.021	0	-0.047	0.035	0.23	0.55	10.6	-0.059	0.0031	0.15	-0.03	0.029	0.047	0.041	0.0031	0.031	4.85	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	82	35	73	0.062	0	0	0	0	0	
1395410064937	2014.03.21_17:54:24	1	-17	-4.7	-1.6	3	0.92	-0.0067	0	-0.02	0.031	0.22	0.55	10.6	-0.059	0.00078	0.15	-0.03	0.029	0.047	0.07	0.0016	0.023	4.86	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	35	75	0.065	0	0	0	0	0	
1395410064987	2014.03.21_17:54:24	1	-17	-4.7	-1.6	3	0.92	-0.0067	0	-0.02	0.031	0.22	0.55	10.6	-0.059	0.00078	0.15	-0.03	0.029	0.047	0.07	0.0016	0.023	4.86	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	35	75	0.065	0	0	0	0	0	
1395410065037	2014.03.21_17:54:25	1	-13	-0.78	-2.3	3	0.78	-0.014	0	-0.043	0.027	0.23	0.55	10.4	-0.059	0.0016	0.15	-0.03	0.029	0.047	0.047	-0.0016	0.039	4.93	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	82	34	74	0.067	0	0	0	0	0	
1395410065087	2014.03.21_17:54:25	1	-13	-0.78	-2.3	3	0.78	-0.014	0	-0.043	0.027	0.23	0.55	10.4	-0.059	0.0016	0.15	-0.03	0.029	0.047	0.047	-0.0016	0.039	4.93	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	82	34	74	0.067	0	0	0	0	0	
1395410065137	2014.03.21_17:54:25	1	-13	-1.6	1.6	3	0.69	-0.017	0	-0.043	0.051	0.15	0.55	11	-0.059	0.0023	0.15	-0.03	0.029	0.047	0.045	0.019	-0.047	4.94	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	34	74	44	66	0.062	0	0	0	0	0	
1395410065188	2014.03.21_17:54:25	1	-13	-1.6	1.6	3	0.69	-0.017	0	-0.043	0.051	0.15	0.55	11	-0.059	0.0023	0.15	-0.03	0.029	0.047	0.045	0.019	-0.047	4.94	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	34	74	44	66	0.062	0	0	0	0	0	
1395410065237	2014.03.21_17:54:25	1	-17	-1.6	-2.3	3	0.56	-0.022	0	-0.043	0.031	0.24	0.55	10.4	-0.059	0.0031	0.15	-0.03	0.029	0.047	0.046	-0.00078	0.039	4.96	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	83	34	74	0.072	0	0	0	0	0	
1395410065287	2014.03.21_17:54:25	1	-17	-1.6	-2.3	3	0.56	-0.022	0	-0.043	0.031	0.24	0.55	10.4	-0.059	0.0031	0.15	-0.03	0.029	0.047	0.046	-0.00078	0.039	4.96	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	83	34	74	0.072	0	0	0	0	0	
1395410065337	2014.03.21_17:54:25	1	-15	-3.1	0	3	0.43	-0.031	0	-0.043	0.035	0.2	0.55	10.9	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.045	0.0023	0	5.01	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	39	70	0.063	0	0	0	0	0	
1395410065387	2014.03.21_17:54:25	1	-15	-3.1	0	3	0.43	-0.031	0	-0.043	0.035	0.2	0.55	10.9	-0.059	0.0047	0.15	-0.03	0.029	0.047	0.045	0.0023	0	5.01	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	39	70	0.063	0	0	0	0	0	
1395410065437	2014.03.21_17:54:25	1	-13	0.78	-0.78	3	0.32	-0.032	0	-0.035	0.027	0.2	0.55	10.5	-0.051	0.0047	0.15	-0.03	0.029	0.047	0.048	-0.0039	0	5.06	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	37	71	0.067	0	0	0	0	0	
1395410065487	2014.03.21_17:54:25	1	-13	0.78	-0.78	3	0.32	-0.032	0	-0.035	0.027	0.2	0.55	10.5	-0.051	0.0047	0.15	-0.03	0.029	0.047	0.048	-0.0039	0	5.06	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	78	37	71	0.067	0	0	0	0	0	
1395410065537	2014.03.21_17:54:25	1	-16	0.78	0	3	0.19	-0.047	0	-0.012	0.039	0.2	0.55	11	-0.03	0.007	0.15	-0.03	0.029	0.047	0.051	0.0055	0	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	75	39	73	0.065	0	0	0	0	0	
1395410065587	2014.03.21_17:54:25	1	-16	0.78	0	3	0.19	-0.047	0	-0.012	0.039	0.2	0.55	11	-0.03	0.007	0.15	-0.03	0.029	0.047	0.051	0.0055	0	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	75	39	73	0.065	0	0	0	0	0	
1395410065637	2014.03.21_17:54:25	1	-10	-1.6	0	3	0.061	-0.048	0	0.0039	0.039	0.2	0.55	10.6	-0.01	0.007	0.15	-0.03	0.029	0.047	0.045	0.0023	0	5.13	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	73	39	75	0.069	0	0	0	0	0	
1395410065687	2014.03.21_17:54:25	1	-10	-1.6	0	3	0.061	-0.048	0	0.0039	0.039	0.2	0.55	10.6	-0.01	0.007	0.15	-0.03	0.029	0.047	0.045	0.0023	0	5.13	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	73	39	75	0.069	0	0	0	0	0	
1395410065737	2014.03.21_17:54:25	1	-4.7	-0.78	-1.6	3	0.011	-0.056	0	-0.02	0.035	0.21	0.55	11	-0.0023	0.0086	0.15	-0.03	0.029	0.047	0.012	0	0.016	5.17	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	37	74	0.066	0	0	0	0	0	
1395410065787	2014.03.21_17:54:25	1	-4.7	-0.78	-1.6	3	0.011	-0.056	0	-0.02	0.035	0.21	0.55	11	-0.0023	0.0086	0.15	-0.03	0.029	0.047	0.012	0	0.016	5.17	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	37	74	0.066	0	0	0	0	0	
1395410065837	2014.03.21_17:54:25	1	-5.5	-1.6	0	3	-0.032	-0.063	0	-0.012	0.039	0.2	0.55	10.5	0.0047	0.0094	0.15	-0.03	0.029	0.047	0.016	0.0031	0	5.13	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	75	39	73	0.066	0	0	0	0	0	
1395410065887	2014.03.21_17:54:25	1	-5.5	-1.6	0	3	-0.032	-0.063	0	-0.012	0.039	0.2	0.55	10.5	0.0047	0.0094	0.15	-0.03	0.029	0.047	0.016	0.0031	0	5.13	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	75	39	73	0.066	0	0	0	0	0	
1395410065937	2014.03.21_17:54:25	1	-5.5	-0.78	-0.78	3	-0.085	-0.068	0	0.0039	0.039	0.2	0.55	10.7	0.013	0.01	0.15	-0.028	0.029	0.047	0.02	0	0.0078	5.18	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	75	38	76	0.069	0	0	0	0	0	
1395410065987	2014.03.21_17:54:25	1	-5.5	-0.78	-0.78	3	-0.085	-0.068	0	0.0039	0.039	0.2	0.55	10.7	0.013	0.01	0.15	-0.028	0.029	0.047	0.02	0	0.0078	5.18	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	75	38	76	0.069	0	0	0	0	0	
1395410066037	2014.03.21_17:54:26	1	-3.1	-1.6	0	3	-0.12	-0.071	0	0.0039	0.039	0.2	0.55	10.7	0.019	0.011	0.15	-0.026	0.029	0.047	0.012	0.0016	0	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	74	39	75	0.063	0	0	0	0	0	
1395410066087	2014.03.21_17:54:26	1	-3.1	-1.6	0	3	-0.12	-0.071	0	0.0039	0.039	0.2	0.55	10.7	0.019	0.011	0.15	-0.026	0.029	0.047	0.012	0.0016	0	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	74	39	75	0.063	0	0	0	0	0	
1395410066137	2014.03.21_17:54:26	1	-1.6	-0.78	-1.6	3	-0.14	-0.078	0	0	0.043	0.21	0.55	10.8	0.021	0.013	0.15	-0.023	0.029	0.047	0.0039	0.0039	0.016	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	76	37	77	0.065	0	0	0	0	0	
1395410066187	2014.03.21_17:54:26	1	-1.6	-0.78	-1.6	3	-0.14	-0.078	0	0	0.043	0.21	0.55	10.8	0.021	0.013	0.15	-0.023	0.029	0.047	0.0039	0.0039	0.016	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	76	37	77	0.065	0	0	0	0	0	
1395410066237	2014.03.21_17:54:26	1	-1.6	-1.6	-0.78	3	-0.15	-0.083	0	0.012	0.039	0.2	0.55	10.9	0.023	0.013	0.15	-0.02	0.029	0.047	0.0078	0	0	5.24	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	73	39	76	0.068	0	0	0	0	0	
1395410066287	2014.03.21_17:54:26	1	-1.6	-1.6	-0.78	3	-0.15	-0.083	0	0.012	0.039	0.2	0.55	10.9	0.023	0.013	0.15	-0.02	0.029	0.047	0.0078	0	0	5.24	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	73	39	76	0.068	0	0	0	0	0	
1395410066337	2014.03.21_17:54:26	1	-0.78	-0.78	-1.6	3	-0.15	-0.087	0	0.0039	0.047	0.21	0.55	11.1	0.024	0.013	0.15	-0.017	0.029	0.047	-0.00078	0.0039	0.016	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	75	38	76	0.069	0	0	0	0	0	
1395410066387	2014.03.21_17:54:26	1	-0.78	-0.78	-1.6	3	-0.15	-0.087	0	0.0039	0.047	0.21	0.55	11.1	0.024	0.013	0.15	-0.017	0.029	0.047	-0.00078	0.0039	0.016	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	75	38	76	0.069	0	0	0	0	0	
1395410066437	2014.03.21_17:54:26	1	0.78	-1.6	-0.78	3	-0.15	-0.09	0	0.012	0.043	0.2	0.55	10.5	0.024	0.014	0.15	-0.014	0.029	0.047	0.0016	-0.00078	0.0078	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	74	38	76	0.066	0	0	0	0	0	
1395410066487	2014.03.21_17:54:26	1	0.78	-1.6	-0.78	3	-0.15	-0.09	0	0.012	0.043	0.2	0.55	10.5	0.024	0.014	0.15	-0.014	0.029	0.047	0.0016	-0.00078	0.0078	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	74	38	76	0.066	0	0	0	0	0	
1395410066537	2014.03.21_17:54:26	1	0.78	-1.6	-0.78	3	-0.14	-0.096	0	0	0.043	0.2	0.55	10.6	0.023	0.015	0.15	-0.012	0.029	0.047	-0.0094	-0.00078	0.0078	5.29	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	75	38	75	0.061	0	0	0	0	0	
1395410066587	2014.03.21_17:54:26	1	0.78	-1.6	-0.78	3	-0.14	-0.096	0	0	0.043	0.2	0.55	10.6	0.023	0.015	0.15	-0.012	0.029	0.047	-0.0094	-0.00078	0.0078	5.29	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	75	38	75	0.061	0	0	0	0	0	
1395410066637	2014.03.21_17:54:26	1	0.78	0	-0.78	3	-0.13	-0.099	0	0.0078	0.047	0.2	0.55	10.4	0.021	0.016	0.15	-0.0086	0.029	0.047	-0.0047	0.0031	0.0078	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	74	39	76	0.063	0	0	0	0	0	
1395410066687	2014.03.21_17:54:26	1	0.78	0	-0.78	3	-0.13	-0.099	0	0.0078	0.047	0.2	0.55	10.4	0.021	0.016	0.15	-0.0086	0.029	0.047	-0.0047	0.0031	0.0078	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	74	39	76	0.063	0	0	0	0	0	
