#milliseconds	datetime	qptr_op	gyro_x	gyro_y	gyro_z	react_t	angle_x	angle_y	angle_z	trq_x	trq_y	trq_z	c_power	voltage	PID_P_x	PID_P_y	PID_P_z	PID_I_x	PID_I_y	PID_I_z	PID_D_x	PID_D_y	PID_D_z	q_head	Kp_x	Kp_y	Kp_z	Ki_x	Ki_y	Ki_z	Kd_x	Kd_y	Kd_z	MaxP_x	MaxP_y	MaxP_z	MaxI_x	MaxI_y	MaxI_z	MaxD_x	MaxD_y	MaxD_z	joy_x	joy_y	joy_hdn	j_power		M1	M2	M3	M4	read_time	write_time	loop_time	offx	offy	offz
1395410071487	2014.03.21_17:54:31	1	-0.78	0	-0.78	3	0.86	-0.1	0	-0.031	0.043	0.2	0.55	10.9	-0.012	0.016	0.15	-0.011	0.029	0.047	-0.007	0	0.0078	5.1	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	38	72	0.06	0	0	0	0	0	
1395410071537	2014.03.21_17:54:31	1	-0.78	0	-1.6	3	0.86	-0.099	0	-0.027	0.039	0.21	0.55	10.6	-0.013	0.016	0.15	-0.013	0.029	0.047	-0.00078	-0.0039	0.016	5.04	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	37	73	0.063	0	0	0	0	0	
1395410071587	2014.03.21_17:54:31	1	-0.78	0	-1.6	3	0.86	-0.099	0	-0.027	0.039	0.21	0.55	10.6	-0.013	0.016	0.15	-0.013	0.029	0.047	-0.00078	-0.0039	0.016	5.04	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	37	73	0.063	0	0	0	0	0	
1395410071637	2014.03.21_17:54:31	1	-0.78	0	-1.6	3	0.86	-0.098	0	-0.055	0.051	0.21	0.55	10.7	-0.04	0.016	0.15	-0.015	0.029	0.047	0.00078	0.0063	0.016	5.05	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	81	38	70	0.063	0	0	0	0	0	
1395410071687	2014.03.21_17:54:31	1	-0.78	0	-1.6	3	0.86	-0.098	0	-0.055	0.051	0.21	0.55	10.7	-0.04	0.016	0.15	-0.015	0.029	0.047	0.00078	0.0063	0.016	5.05	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	81	38	70	0.063	0	0	0	0	0	
1395410071737	2014.03.21_17:54:31	1	-3.9	-1.6	-0.78	3	0.85	-0.096	0	-0.07	0.043	0.2	0.55	10.5	-0.059	0.015	0.15	-0.02	0.029	0.047	0.0086	0	0.0078	5.08	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	82	38	68	0.062	0	0	0	0	0	
1395410071787	2014.03.21_17:54:31	1	-3.9	-1.6	-0.78	3	0.85	-0.096	0	-0.07	0.043	0.2	0.55	10.5	-0.059	0.015	0.15	-0.02	0.029	0.047	0.0086	0	0.0078	5.08	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	82	38	68	0.062	0	0	0	0	0	
1395410071837	2014.03.21_17:54:31	1	-12	-1.6	-0.78	3	0.78	-0.093	0	-0.035	0.043	0.2	0.55	10.6	-0.059	0.015	0.15	-0.029	0.029	0.047	0.054	0.0016	0.0078	5.01	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	38	72	0.064	0	0	0	0	0	
1395410071887	2014.03.21_17:54:31	1	-12	-1.6	-0.78	3	0.78	-0.093	0	-0.035	0.043	0.2	0.55	10.6	-0.059	0.015	0.15	-0.029	0.029	0.047	0.054	0.0016	0.0078	5.01	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	38	72	0.064	0	0	0	0	0	
1395410071937	2014.03.21_17:54:31	1	-16	-1.6	-0.78	3	0.65	-0.092	0	-0.023	0.039	0.2	0.55	10.6	-0.059	0.014	0.15	-0.03	0.029	0.047	0.065	-0.0016	0	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	77	39	72	0.068	0	0	0	0	0	
1395410071988	2014.03.21_17:54:31	1	-16	-1.6	-0.78	3	0.65	-0.092	0	-0.023	0.039	0.2	0.55	10.6	-0.059	0.014	0.15	-0.03	0.029	0.047	0.065	-0.0016	0	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	77	39	72	0.068	0	0	0	0	0	
1395410072037	2014.03.21_17:54:32	1	-16	0	-0.78	3	0.54	-0.093	0	-0.031	0.047	0.2	0.55	11	-0.059	0.015	0.15	-0.03	0.029	0.047	0.058	0.0023	0	5.11	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	78	39	72	0.062	0	0	0	0	0	
1395410072087	2014.03.21_17:54:32	1	-16	0	-0.78	3	0.54	-0.093	0	-0.031	0.047	0.2	0.55	11	-0.059	0.015	0.15	-0.03	0.029	0.047	0.058	0.0023	0	5.11	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	78	39	72	0.062	0	0	0	0	0	
1395410072137	2014.03.21_17:54:32	1	-15	0.78	-1.6	3	0.41	-0.095	0	-0.039	0.047	0.21	0.55	10.5	-0.059	0.015	0.15	-0.03	0.029	0.047	0.052	0.0055	0.016	5.11	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	80	38	73	0.066	0	0	0	0	0	
1395410072187	2014.03.21_17:54:32	1	-15	0.78	-1.6	3	0.41	-0.095	0	-0.039	0.047	0.21	0.55	10.5	-0.059	0.015	0.15	-0.03	0.029	0.047	0.052	0.0055	0.016	5.11	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	80	38	73	0.066	0	0	0	0	0	
1395410072237	2014.03.21_17:54:32	1	-14	-0.78	0	3	0.29	-0.095	0	-0.047	0.047	0.2	0.55	10.9	-0.059	0.015	0.15	-0.03	0.029	0.047	0.041	0.0023	0	5.17	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	79	40	69	0.068	0	0	0	0	0	
1395410072287	2014.03.21_17:54:32	1	-14	-0.78	0	3	0.29	-0.095	0	-0.047	0.047	0.2	0.55	10.9	-0.059	0.015	0.15	-0.03	0.029	0.047	0.041	0.0023	0	5.17	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	79	40	69	0.068	0	0	0	0	0	
1395410072337	2014.03.21_17:54:32	1	-14	-0.78	-0.78	3	0.18	-0.096	0	-0.039	0.043	0.2	0.55	10.9	-0.059	0.015	0.15	-0.03	0.029	0.047	0.049	-0.00078	0.0078	5.18	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	38	71	0.064	0	0	0	0	0	
1395410072387	2014.03.21_17:54:32	1	-14	-0.78	-0.78	3	0.18	-0.096	0	-0.039	0.043	0.2	0.55	10.9	-0.059	0.015	0.15	-0.03	0.029	0.047	0.049	-0.00078	0.0078	5.18	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	38	71	0.064	0	0	0	0	0	
1395410072437	2014.03.21_17:54:32	1	-16	0	0	3	0.047	-0.098	0	-0.031	0.047	0.19	0.55	11	-0.059	0.015	0.15	-0.03	0.029	0.047	0.059	0.0031	-0.0078	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	76	40	71	0.07	0	0	0	0	0	
1395410072488	2014.03.21_17:54:32	1	-16	0	0	3	0.047	-0.098	0	-0.031	0.047	0.19	0.55	11	-0.059	0.015	0.15	-0.03	0.029	0.047	0.059	0.0031	-0.0078	5.12	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	31	76	40	71	0.07	0	0	0	0	0	
1395410072537	2014.03.21_17:54:32	1	-16	0	-0.78	3	-0.097	-0.1	0	-0.031	0.051	0.2	0.55	10.7	-0.059	0.016	0.15	-0.03	0.029	0.047	0.056	0.0055	0	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	40	71	0.065	0	0	0	0	0	
1395410072587	2014.03.21_17:54:32	1	-16	0	-0.78	3	-0.097	-0.1	0	-0.031	0.051	0.2	0.55	10.7	-0.059	0.016	0.15	-0.03	0.029	0.047	0.056	0.0055	0	5.25	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	78	40	71	0.065	0	0	0	0	0	
1395410072637	2014.03.21_17:54:32	1	-17	0	0	3	-0.23	-0.1	0	-0.012	0.043	0.2	0.55	10.6	-0.059	0.016	0.15	-0.03	0.029	0.047	0.078	0.00078	0	5.27	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	75	40	73	0.065	0	0	0	0	0	
1395410072687	2014.03.21_17:54:32	1	-17	0	0	3	-0.23	-0.1	0	-0.012	0.043	0.2	0.55	10.6	-0.059	0.016	0.15	-0.03	0.029	0.047	0.078	0.00078	0	5.27	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	75	40	73	0.065	0	0	0	0	0	
1395410072737	2014.03.21_17:54:32	1	-16	-0.78	-0.78	3	-0.37	-0.11	0	-0.055	0.047	0.2	0.55	10.8	-0.059	0.016	0.15	-0.03	0.029	0.047	0.037	0.0031	0.0078	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	80	39	70	0.086	0	0	0	0	0	
1395410072787	2014.03.21_17:54:32	1	-16	-0.78	-0.78	3	-0.37	-0.11	0	-0.055	0.047	0.2	0.55	10.8	-0.059	0.016	0.15	-0.03	0.029	0.047	0.037	0.0031	0.0078	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	80	39	70	0.086	0	0	0	0	0	
1395410072837	2014.03.21_17:54:32	1	-16	-1.6	-0.78	3	-0.53	-0.11	0	0	0.043	0.2	0.55	10.5	-0.041	0.016	0.15	-0.03	0.029	0.047	0.073	-0.00078	0	5.32	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	74	39	75	0.068	0	0	0	0	0	
1395410072887	2014.03.21_17:54:32	1	-16	-1.6	-0.78	3	-0.53	-0.11	0	0	0.043	0.2	0.55	10.5	-0.041	0.016	0.15	-0.03	0.029	0.047	0.073	-0.00078	0	5.32	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	30	74	39	75	0.068	0	0	0	0	0	
1395410072937	2014.03.21_17:54:32	1	-16	0.78	-0.78	3	-0.65	-0.11	0	-0.016	0.051	0.2	0.55	10.6	-0.022	0.017	0.15	-0.03	0.029	0.047	0.038	0.0031	0.0078	5.26	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	76	39	74	0.065	0	0	0	0	0	
1395410072987	2014.03.21_17:54:32	1	-16	0.78	-0.78	3	-0.65	-0.11	0	-0.016	0.051	0.2	0.55	10.6	-0.022	0.017	0.15	-0.03	0.029	0.047	0.038	0.0031	0.0078	5.26	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	76	39	74	0.065	0	0	0	0	0	
1395410073037	2014.03.21_17:54:33	1	-9.4	-2.3	-0.78	3	-0.77	-0.11	0	0.016	0.047	0.2	0.55	10.8	0.012	0.017	0.15	-0.03	0.029	0.047	0.034	0.00078	0.0078	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	73	39	77	0.066	0	0	0	0	0	
1395410073087	2014.03.21_17:54:33	1	-9.4	-2.3	-0.78	3	-0.77	-0.11	0	0.016	0.047	0.2	0.55	10.8	0.012	0.017	0.15	-0.03	0.029	0.047	0.034	0.00078	0.0078	5.19	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	73	39	77	0.066	0	0	0	0	0	
1395410073137	2014.03.21_17:54:33	1	-3.1	-0.78	-1.6	3	-0.84	-0.12	0	0.035	0.047	0.21	0.55	10.6	0.05	0.018	0.15	-0.027	0.029	0.047	0.014	0.00078	0.016	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	38	80	0.069	0	0	0	0	0	
1395410073187	2014.03.21_17:54:33	1	-3.1	-0.78	-1.6	3	-0.84	-0.12	0	0.035	0.047	0.21	0.55	10.6	0.05	0.018	0.15	-0.027	0.029	0.047	0.014	0.00078	0.016	5.3	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	38	80	0.069	0	0	0	0	0	
1395410073237	2014.03.21_17:54:33	1	3.1	-1.6	-1.6	3	-0.84	-0.12	0	0.031	0.047	0.21	0.55	10.7	0.059	0.018	0.15	-0.02	0.029	0.047	-0.0047	0.00078	0.016	5.34	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	38	79	0.067	0	0	0	0	0	
1395410073287	2014.03.21_17:54:33	1	3.1	-1.6	-1.6	3	-0.84	-0.12	0	0.031	0.047	0.21	0.55	10.7	0.059	0.018	0.15	-0.02	0.029	0.047	-0.0047	0.00078	0.016	5.34	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	38	79	0.067	0	0	0	0	0	
1395410073337	2014.03.21_17:54:33	1	7.8	0	-0.78	3	-0.79	-0.12	0	0.0078	0.047	0.2	0.55	10.4	0.059	0.019	0.15	-0.0094	0.029	0.047	-0.042	0.0016	0.0078	5.26	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	74	39	76	0.067	0	0	0	0	0	
1395410073387	2014.03.21_17:54:33	1	7.8	0	-0.78	3	-0.79	-0.12	0	0.0078	0.047	0.2	0.55	10.4	0.059	0.019	0.15	-0.0094	0.029	0.047	-0.042	0.0016	0.0078	5.26	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	74	39	76	0.067	0	0	0	0	0	
1395410073437	2014.03.21_17:54:33	1	9.4	-1.6	-0.78	3	-0.7	-0.12	0	0.027	0.055	0.2	0.55	10.5	0.059	0.02	0.15	0.0039	0.029	0.047	-0.034	0.0086	0.0078	5.42	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	40	78	0.065	0	0	0	0	0	
1395410073487	2014.03.21_17:54:33	1	9.4	-1.6	-0.78	3	-0.7	-0.12	0	0.027	0.055	0.2	0.55	10.5	0.059	0.02	0.15	0.0039	0.029	0.047	-0.034	0.0086	0.0078	5.42	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	40	78	0.065	0	0	0	0	0	
1395410073537	2014.03.21_17:54:33	1	11	-0.78	-0.78	3	-0.63	-0.12	0	0.031	0.051	0.2	0.55	10.8	0.059	0.02	0.15	0.016	0.029	0.047	-0.041	0.0047	0.0078	5.45	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	39	79	0.066	0	0	0	0	0	
1395410073587	2014.03.21_17:54:33	1	11	-0.78	-0.78	3	-0.63	-0.12	0	0.031	0.051	0.2	0.55	10.8	0.059	0.02	0.15	0.016	0.029	0.047	-0.041	0.0047	0.0078	5.45	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	72	39	79	0.066	0	0	0	0	0	
1395410073637	2014.03.21_17:54:33	1	14	0	-0.78	3	-0.51	-0.13	0	0.031	0.059	0.2	0.55	10.7	0.059	0.02	0.15	0.029	0.029	0.047	-0.053	0.0086	0	5.38	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	71	40	78	0.066	0	0	0	0	0	
1395410073687	2014.03.21_17:54:33	1	14	0	-0.78	3	-0.51	-0.13	0	0.031	0.059	0.2	0.55	10.7	0.059	0.02	0.15	0.029	0.029	0.047	-0.053	0.0086	0	5.38	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	71	40	78	0.066	0	0	0	0	0	
1395410073737	2014.03.21_17:54:33	1	18	-2.3	-1.6	3	-0.36	-0.13	0	0.0039	0.047	0.21	0.55	10.9	0.059	0.02	0.15	0.029	0.029	0.047	-0.084	-0.0023	0.016	5.45	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	75	38	76	0.065	0	0	0	0	0	
1395410073787	2014.03.21_17:54:33	1	18	-2.3	-1.6	3	-0.36	-0.13	0	0.0039	0.047	0.21	0.55	10.9	0.059	0.02	0.15	0.029	0.029	0.047	-0.084	-0.0023	0.016	5.45	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	75	38	76	0.065	0	0	0	0	0	
1395410073838	2014.03.21_17:54:33	1	16	0	-1.6	3	-0.2	-0.13	0	0.0039	0.051	0.22	0.55	10.7	0.059	0.021	0.15	0.029	0.029	0.047	-0.084	0.00078	0.023	5.54	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	76	37	77	0.072	0	0	0	0	0	
1395410073887	2014.03.21_17:54:33	1	16	0	-1.6	3	-0.2	-0.13	0	0.0039	0.051	0.22	0.55	10.7	0.059	0.021	0.15	0.029	0.029	0.047	-0.084	0.00078	0.023	5.54	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	76	37	77	0.072	0	0	0	0	0	
1395410073937	2014.03.21_17:54:33	1	18	-2.3	-1.6	3	-0.058	-0.13	0	0.027	0.043	0.21	0.55	10.8	0.059	0.021	0.15	0.029	0.029	0.047	-0.057	-0.0055	0.016	5.47	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	73	37	79	0.061	0	0	0	0	0	
1395410073987	2014.03.21_17:54:33	1	18	-2.3	-1.6	3	-0.058	-0.13	0	0.027	0.043	0.21	0.55	10.8	0.059	0.021	0.15	0.029	0.029	0.047	-0.057	-0.0055	0.016	5.47	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	73	37	79	0.061	0	0	0	0	0	
1395410074037	2014.03.21_17:54:34	1	16	0.78	-2.3	3	0.11	-0.14	0	-0.016	0.047	0.23	0.55	10.5	0.059	0.022	0.15	0.029	0.029	0.047	-0.1	-0.0031	0.031	5.51	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	79	37	76	0.064	0	0	0	0	0	
1395410074087	2014.03.21_17:54:34	1	16	0.78	-2.3	3	0.11	-0.14	0	-0.016	0.047	0.23	0.55	10.5	0.059	0.022	0.15	0.029	0.029	0.047	-0.1	-0.0031	0.031	5.51	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	27	79	37	76	0.064	0	0	0	0	0	
1395410074137	2014.03.21_17:54:34	1	20	-3.9	-1.6	3	0.26	-0.14	0	0.035	0.047	0.21	0.55	10.2	0.059	0.022	0.15	0.029	0.029	0.047	-0.052	-0.0047	0.016	5.37	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	73	37	80	0.061	0	0	0	0	0	
1395410074187	2014.03.21_17:54:34	1	20	-3.9	-1.6	3	0.26	-0.14	0	0.035	0.047	0.21	0.55	10.2	0.059	0.022	0.15	0.029	0.029	0.047	-0.052	-0.0047	0.016	5.37	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	73	37	80	0.061	0	0	0	0	0	
1395410074237	2014.03.21_17:54:34	1	18	-0.78	-1.6	3	0.44	-0.14	0	-0.0039	0.051	0.21	0.55	10.5	0.055	0.023	0.15	0.029	0.029	0.047	-0.088	-0.0016	0.016	5.4	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	77	38	76	0.061	0	0	0	0	0	
1395410074287	2014.03.21_17:54:34	1	18	-0.78	-1.6	3	0.44	-0.14	0	-0.0039	0.051	0.21	0.55	10.5	0.055	0.023	0.15	0.029	0.029	0.047	-0.088	-0.0016	0.016	5.4	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	28	77	38	76	0.061	0	0	0	0	0	
1395410074337	2014.03.21_17:54:34	1	19	0	-1.6	3	0.64	-0.14	0	-0.039	0.039	0.21	0.55	10.7	0.023	0.022	0.15	0.029	0.029	0.047	-0.09	-0.0094	0.016	5.28	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	38	72	0.067	0	0	0	0	0	
1395410074387	2014.03.21_17:54:34	1	19	0	-1.6	3	0.64	-0.14	0	-0.039	0.039	0.21	0.55	10.7	0.023	0.022	0.15	0.029	0.029	0.047	-0.09	-0.0094	0.016	5.28	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	38	72	0.067	0	0	0	0	0	
1395410074437	2014.03.21_17:54:34	1	11	0	-0.78	3	0.79	-0.14	0	-0.023	0.047	0.2	0.55	11	-0.00078	0.022	0.15	0.029	0.029	0.047	-0.052	-0.0023	0	5.24	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	77	39	72	0.069	0	0	0	0	0	
1395410074487	2014.03.21_17:54:34	1	11	0	-0.78	3	0.79	-0.14	0	-0.023	0.047	0.2	0.55	11	-0.00078	0.022	0.15	0.029	0.029	0.047	-0.052	-0.0023	0	5.24	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	77	39	72	0.069	0	0	0	0	0	
1395410074537	2014.03.21_17:54:34	1	6.2	-1.6	-0.78	3	0.86	-0.14	0	-0.043	0.051	0.2	0.55	10.9	-0.041	0.022	0.15	0.027	0.029	0.047	-0.03	0	0	5.23	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	40	70	0.061	0	0	0	0	0	
1395410074587	2014.03.21_17:54:34	1	6.2	-1.6	-0.78	3	0.86	-0.14	0	-0.043	0.051	0.2	0.55	10.9	-0.041	0.022	0.15	0.027	0.029	0.047	-0.03	0	0	5.23	0.16	0.16	0.3	0.21	0.21	0.2	0.052	0.052	0.02	0.06	0.06	0.15	0.03	0.03	0.05	0.28	0.28	0.21	0	0	6.28	0.55	29	79	40	70	0.061	0	0	0	0	0	
